Adresse,Prix,Ville,Région,Chambres,Salles de bain,Salles d'eau,Étages,Aire habitable,Taille terrain,Taxes municipales,Taxes scolaires,Électricité,Assurances
"608-1414, rue Chomedey",459000$,Ville-Marie (Centre-Ville et Vieux Mtl),Montréal / l'Île,-1,1,1,1,654.45,-1,"2500,00$","309,53$",-1,-1
"2255, avenue Castelneau",459000$,St-Hyacinthe (Douville),Montérégie (Rive-Sud Montréal),4,2,-1,1,1107,7933,"2616,00$","270,00$","1800,00$","1095,00$"
"880, boulevard des Laurentides",459000$,St-Jérôme (St-Antoine),Laurentides,2,1,1,2,1400,10340,"2565,00$","217,00$",-1,-1
"1196, rue des Cithares",459000$,Val-Bélair,Québec Rive-Nord,3,1,1,2,1350,51x103,"3300,00$","308,22$","1440,00$","1050,00$"
"15, rue de l'Équinoxe",459500$,Gatineau (Hull),Outaouais,3,1,1,1,"1,150","3,065","2900,00$","275,00$","750,00$","1000,00$"
"1309, rue de l'Équille",459500$,Val-Bélair,Québec Rive-Nord,3,2,-1,1,1032,6919.04,"3227,54$","300,37$","3000,00$",-1
"3256, rue Alfred-Nobel",459500$,Ste-Foy,Québec Rive-Nord,4,2,1,2,"1,350","2,650",-1,-1,-1,-1
"1513-170, rue Rioux",459900$,Griffintown,Montréal / l'Île,-1,1,-1,1,528.51,-1,"2320,41$","280,78$",-1,-1
"90, chemin des Mélèzes",459900$,Lac-Beauport,Québec Rive-Nord,5,1,1,1,"1,180","7,170","4134,41$","353,30$","2800,00$",-1
À CONSTRUIRE - rue du Rossignol - Domaine Cadieux - Par Les Habitations Entourages,459900$,Brownsburg-Chatham,Laurentides,3,1,-1,2,"1,608",-1,-1,-1,-1,-1
"401-270, rue Dalpé",459900$,Mascouche,Lanaudière,3,1,-1,1,"1,200",-1,"1968,00$","164,00$","1000,00$",-1
"1828, rue Raoul-Jobin",459900$,St-Jérôme (St-Antoine),Laurentides,3,2,-1,1,1254,5000,"3187,07$","237,26$","2410,00$",-1
"203-1346, rue Principale",459900$,Petite-Rivière-St-François,Charlevoix,2,1,1,1,967,936.46,-1,-1,-1,-1
"423, rue Cherbourg",459999$,Candiac,Montérégie (Rive-Sud Montréal),3,1,1,2,"1,320","2,140","2197,00$","673,00$","1427,00$","300,00$"
"61, rue Fortin-les-Berges",459999$,Macamic,Abitibi-Témiscamingue,4,1,1,2,"2,300","40,000","4000,00$","230,00$","600,00$","600,00$"
"6156, avenue MacDonald",460000$,Côte-St-Luc / Hampstead / Montréal-Ouest,Montréal / l'Île,2,1,1,1,607.08,"5,149.45","2391,00$","398,00$","2045,00$",-1
"223, route Nationale",460000$,Ste-Geneviève-De-Berthier,Lanaudière,2,1,1,2,"1,655",100x100,"2326,05$","315,00$","2600,00$","1005,96$"
"594, rue Saint-Gabriel",460000$,St-Jean-Baptiste,Québec Rive-Nord,6,2,1,3,"1,277",792,"4965,00$","433,00$","1160,00$","766,00$"
"2667, avenue d'Estimauville",460000$,Beauport,Québec Rive-Nord,8,4,-1,3,"3,000","8,000","3200,00$","368,00$","2400,00$","1990,00$"
"405-6250, boulevard Chevrier",460000$,Brossard,Montérégie (Rive-Sud Montréal),-1,1,-1,4,720,-1,"1279,56$","236,99$","850,00$",-1
"14, rue Marcotte",460000$,Portneuf,Portneuf,4,2,-1,1,"1,110","5,887","1000,00$",-1,-1,"500,00$"
"202-610, boulevard de Sainte-Adèle",460000$,Ste-Adèle,Laurentides,2,2,-1,1,"1,202",-1,"3541,76$","233,18$","817,00$",-1
"384, route 132",460000$,Port-Daniel,Gaspésie-Îles-de-la-Madeleine,3,1,1,2,1010.83,30799.85,"1267,00$","164,00$","2940,00$","1038,00$"
"202-3210, rue Matisse",460000$,Duvernay,Laval,2,1,-1,1,"1,100","1,685.63","2603,00$","283,00$","1080,00$",-1
"1385, boulevard David-Bouchard",460000$,Shefford,Estrie,3,1,1,2,"1,155","53,787","2260,00$","235,00$","1925,00$",-1
"2365, avenue Saint-David",460000$,Beauport,Québec Rive-Nord,4,2,-1,1,"1,032.26","4,367.99",-1,-1,-1,-1
"167, rue de la Spartan",460000$,Gatineau (Aylmer),Outaouais,3,1,1,2,1360,4916,"3443,12$","248,50$","800,00$","750,00$"
"101-6320, rue St-Laurent",460000$,Lévis,Québec Rive-Sud (Lévis),2,2,-1,1,"1,294",-1,"3615,25$","353,24$","1237,38$","405,00$"
"70, rue Principale",460000$,La Visitation-De-Yamaska,Centre-du-Québec,5,-1,-1,-1,-1,"14,822.98","1600,00$","155,00$","3335,00$","2400,00$"
"1515a, rue Baker",460000$,Chambly,Montérégie (Rive-Sud Montréal),3,1,-1,1,"1,078","13,870",-1,-1,-1,-1
"121, rue Larrivière",460000$,St-Colomban,Laurentides,3,2,-1,1,1200,34530,"1788,12$","199,00$",-1,"1905,00$"
"803, rue Daladier",460000$,Ste-Dorothée,Laval,2,1,1,2,"1,312.5","3,000","2334,65$","268,00$","1516,80$","830,00$"
"A-B-160, rue Cazeneuve",460000$,L&#039;Assomption,Lanaudière,3,1,-1,1,1210,5000,"3845,00$","235,00$","3400,00$","1100,00$"
"1835, Carré-Royer",460000$,St-Cesaire,Montérégie (Rive-Sud Montréal),4,2,-1,1,"1,140.97","6,542.30","2904,00$","250,00$",-1,-1
40e avenue - Modèle le Granite I  Par Construction Briand,460000$,Ste-Marthe-Sur-Le-Lac,Laurentides,3,1,1,2,-1,4438.50,-1,-1,-1,-1
"12111, rue de la Gauchetière",460000$,Pointe-Aux-Trembles / Montréal-Est,Montréal / l'Île,4,1,1,2,1270.14,1575,-1,-1,-1,-1
"B-6, Rue de l'Altitude - Modèle Frontenac - Par Construction LaVérendrye","460378,97$",Val-Des-Monts,Outaouais,3,1,1,2,"1,450","73,043.90",-1,-1,-1,-1
rue des Amandiers - Par Constructions Beaubois inc.,461900$,Pont-Rouge,Portneuf,3,1,1,2,"1,644","6,163.42",-1,-1,-1,-1
"610, plateau Beaumont",462500$,St-Bruno,Saguenay-Lac-Saint-Jean,4,2,-1,1,1617.6,11132.04,"4634,04$","338,55$",-1,-1
"62, Av du jade - Par Rochette Construction",462800$,Ste-Marie,Chaudière-Appalaches,2,1,-1,1,"1,200","7,077",-1,-1,-1,-1
"311-2040, boulevard Rosemont",463000$,Rosemont / La Petite Patrie,Montréal / l'Île,-1,1,-1,1,656,-1,"2200,00$","400,00$","900,00$",-1
Boisé Natura Phase 2 - Par Construction CRD,463700$,Ste-Catherine-de-la-JC,Québec Rive-Nord,5,2,-1,2,896,"6,500",-1,-1,-1,-1
"706-1480, rue des Maires-Lessard",464000$,Cap-Rouge,Québec Rive-Nord,2,2,-1,1,"1,278",-1,-1,-1,-1,-1
"1211, rue Saint-Sacrement",464000$,Terrebonne (Terrebonne),Lanaudière,4,1,1,1,1035,6280,"2620,72$","580,00$",-1,-1
"302-3755, rue Médard-Émard",464000$,Longueuil (St-Hubert),Montérégie (Rive-Sud Montréal),2,1,-1,1,1050,-1,-1,-1,"600,00$",-1
rue D'Abelcourt - À CONSTRUIRE  - Par Entreprises P. Laliberté inc.,464100$,Pintendre,Québec Rive-Sud (Lévis),3,1,1,2,"1,664","8,000",-1,-1,-1,-1
"526, rue du Ruisseau",464900$,St-Amable,Montérégie (Rive-Sud Montréal),2,1,1,2,1300,2943.07,"2429,00$","251,00$",-1,-1
"1, rue du Boisé - Boisé St-Augustin - PAR Construction McKinley",464900$,St-Augustin-De-Desmaures,Québec Rive-Nord,3,1,1,2,"1,540","8,941",-1,-1,-1,-1
"72, avenue Grégoire",465000$,Candiac,Montérégie (Rive-Sud Montréal),4,1,1,2,"1,600",34x96,"2100,00$","375,00$","1500,00$",-1
"75, rue Robert",465000$,St-Boniface,Mauricie,3,2,1,2,"2,070","18,372","2688,00$","205,00$",-1,-1
"405-250, boulevard des Cepages",465000$,Duvernay,Laval,2,2,-1,1,"1,033",-1,"2500,00$","255,78$","660,00$","1000,00$"
"6-7225, rue de Chardonneret",465000$,Brossard,Montérégie (Rive-Sud Montréal),2,1,-1,2,"1,200",-1,"2080,00$","265,00$","735,00$",-1
"2227, rue La Capellière",465000$,Beauport,Québec Rive-Nord,4,2,-1,2,812,"5,442","3200,00$","299,00$",-1,-1
"755, rue d'Orion",465000$,St-Jean-Chrysostome,Québec Rive-Sud (Lévis),4,1,1,2,"1,550","6,200","2900,00$","350,00$","1500,00$",-1
"2001, Impasse-du-Refuge",465000$,Ste-Agathe-Des-Monts,Laurentides,2,1,1,2,"1,856","63,474.78",-1,-1,-1,-1
"302, rue Lalonde",465000$,Salaberry-De-Valleyfield,Montérégie (Rive-Sud Montréal),3,2,-1,1,"1,120","5,760","2746,00$","217,00$","1870,00$",-1
"450-1250, avenue des Pins Ouest",465000$,Ville-Marie (Centre-Ville et Vieux Mtl),Montréal / l'Île,-1,1,1,1,900,-1,-1,"226,61$",-1,"1367,95$"
"507-15, boulevard La Fayette",465000$,Longueuil (Vieux-Longueuil),Montérégie (Rive-Sud Montréal),2,2,-1,1,979.52,-1,"2600,29$","271,84$","837,05$",-1
"444, rue Alain",465000$,Ste-Sophie,Laurentides,3,2,1,2,"1,670","9,500","2214,00$","260,00$","3600,00$","120,00$"
"75, rue Southern",465000$,Waterloo,Estrie,2,2,1,2,"1,314","10,394","2248,13$","153,11$","869,34$","2353,44$"
"9, rue de Montmagny",465000$,Boucherville,Montérégie (Rive-Sud Montréal),3,2,-1,1,"1,120","6,830","2500,00$","270,00$","2340,00$",-1
"5121, rue Troyat",465000$,Laval-Ouest,Laval,4,2,-1,2,1425,3229.17,"2112,37$","210,89$","1057,16$","2489,00$"
"13, rue du Bécasseau",465000$,Gatineau (Hull),Outaouais,3,1,1,2,1350,377.6,"3235,38$","245,76$","1571,55$",-1
"35, rue Omer-Lecompte",465900$,Coteau-Du-Lac,Montérégie Ouest,3,1,1,2,"1,557","1,628","1920,00$","246,00$","1320,00$",-1
Rue Bélanger - Le 5e Quartier - Maisons Quadrex - Par Groupe TRÉMÄ,465900$,St-Jérôme (St-Jérôme),Laurentides,3,1,1,2,"2,403",-1,-1,-1,-1,-1
"13335, rue des Glaïeuls",466000$,Bécancour (Ste-Angèle),Centre-du-Québec,4,2,-1,1,"1,575.84","566,280.00","2571,00$","167,00$","1800,00$",-1
rue Toe-Blake -  Unité 5 ½  - Par Odyssée Condos,466101$,Vaudreuil-Dorion,Montérégie Ouest,3,2,-1,1,"1,200",-1,-1,-1,-1,-1
"128, rue du Curé-Dupont",467000$,St-Romuald,Québec Rive-Sud (Lévis),5,1,1,1,1321.7,23350,"2992,00$","278,00$","3371,00$","1860,00$"
"219, rue Jeannotte",467000$,Mont-St-Hilaire,Montérégie (Rive-Sud Montréal),3,2,1,1,"1,664","7,500","3290,79$","272,79$",-1,-1
PHASE 2 - Condos Baldwin - boulevard Saint-Jean - Unité 4½ - Par Construction Métrocité Inc.,468000$,Dollard-Des-Ormeaux,Montréal / l'Île,2,1,-1,1,-1,-1,-1,-1,-1,-1
"258, rue des Grives",468000$,St-Nicolas,Québec Rive-Sud (Lévis),5,2,1,1,54.99x28.02,6781.26,"3500,00$","400,00$","3000,00$","1500,00$"
Le Market - unité 606,468711$,Chomedey,Laval,2,1,-1,1,989,-1,-1,-1,-1,-1
"370, rang Clinton",469000$,St-Augustin-De-Woburn,Estrie,3,1,-1,2,"1,517.71","151,153.20","2006,00$","204,00$","3000,00$","1500,00$"
"21-3159, rue Principale Ouest",469000$,Magog,Estrie,4,2,-1,3,"1,815",-1,"1680,00$","172,00$","1150,00$",-1
"335, chemin du Chevreuil-Blanc",469000$,Bowman,Outaouais,2,1,-1,1,950,"39,000","825,00$","160,00$","1000,00$","720,00$"
"5126, rue Chabot",469000$,Le Plateau-Mont-Royal,Montréal / l'Île,2,1,-1,1,1022.57,1825,"2911,16$","353,28$","950,00$","452,35$"
"43, place des Lynx",469000$,Ste-Anne-Des-Monts,Gaspésie-Îles-de-la-Madeleine,4,1,-1,2,"2,451","31,500",-1,-1,-1,-1
"575, rue Gérard-Monet",469000$,Shawinigan (Shawinigan-Sud),Mauricie,5,2,1,2,"1,980","5,179.59","3980,00$","326,00$","2115,00$",-1
"11, chemin des Cailles",469000$,Ste-Anne-Des-Lacs,Laurentides,3,1,-1,1,"1,248","28,968","1308,00$","155,00$","720,00$","596,00$"
"406-121, rue François-Souillard",469000$,Laval-des-Rapides,Laval,2,1,-1,1,"1,060",-1,"1564,92$","498,96$","823,00$",-1
"714-125, rue Chabanel Ouest",469000$,Ahuntsic / Cartierville,Montréal / l'Île,-1,1,-1,1,764.24,-1,"2115,00$","254,00$","1000,00$",-1
"105-8575, avenue René-Descartes",469000$,Rivière des Prairies,Montréal / l'Île,2,2,-1,1,"1,257",-1,"2867,72$","324,53$",-1,-1
"117, rue Edison",469000$,Chateauguay,Montérégie (Rive-Sud Montréal),4,2,-1,1,"1,120","5,910","3184,22$","234,22$",-1,-1
"92, rue Grondin",469000$,St-Eustache,Laurentides,4,2,-1,-1,-1,"5,000","3205,00$",-1,-1,-1
"441, rue du Domaine",469000$,St-Alphonse-de-Granby,Estrie,3,2,-1,1,1134,7944,"2036,07$","235,56$","1300,00$","700,00$"
"52, rue des Percherons",469000$,Gatineau (Gatineau),Outaouais,3,2,-1,1,940,7000,-1,-1,-1,-1
"6965, rue du Roussillon",469000$,Trois-Rivières (Trois-Rivières-Ouest),Mauricie,4,2,-1,1,"1,320","5,950","3656,17$","209,75$","2400,00$",-1
"13230, rue Collette-Bonheur",469000$,Pointe-Aux-Trembles / Montréal-Est,Montréal / l'Île,2,1,1,1,1041.95,2083.03,"2203,00$",-1,-1,-1
"2197, boulevard Lafontaine",469000$,St-Jérôme (Lafontaine),Laurentides,4,2,-1,1,980,6599,"2264,34$","184,74$","2220,00$",-1
"155, boulevard Sutterlin",469000$,Chateauguay,Montérégie (Rive-Sud Montréal),3,2,-1,1,960,6000,"3238,91$","228,86$",-1,-1
"1271, rue Alice-Campbell - Plateau Mc Crea - Par Les Constructions Christian Belleau",469300$,Sherbrooke (Jacques-Cartier),Estrie,2,1,-1,1,"1,102","5,126",-1,-1,-1,-1
"13, rue du Vieux-Fourneau",469900$,Fossambault-Sur-Le-Lac,Québec Rive-Nord,4,2,1,2,"1,680","8,552","4112,00$","377,00$","2800,00$","1554,00$"
"293, rue Plessis - Par Construction Serge Brouillette",469900$,Drummondville (Drummondville),Centre-du-Québec,2,1,-1,1,1415,7619,-1,-1,-1,-1
"50, rue de la Terrasse",469900$,St-Étienne-Des-Gres,Mauricie,4,1,1,2,1288,15300,"2385,00$","198,00$","1776,00$","919,00$"
"3-51, rue du Britania",469900$,Gatineau (Aylmer),Outaouais,3,1,1,1,"1,134.5",-1,-1,-1,-1,-1
"73-387, rue Éricka",469900$,Fabreville,Laval,3,1,1,2,"1,250",100,"2000,00$","430,00$","1200,00$","350,00$"
"236, rue Albert-Einstein",469900$,Gatineau (Gatineau),Outaouais,4,2,1,2,"1,400","3,118.3","3177,01$","241,60$","936,00$","684,33$"
"2081, rue Megantic",469900$,Sherbrooke (Jacques-Cartier),Estrie,4,2,-1,1,"1,183.81","5,571.40","3212,51$","257,61$",-1,-1
"24, rue Devault",469900$,Repentigny (Repentigny),Lanaudière,4,2,-1,2,"1,152","7,048","3007,32$","262,00$","2768,00$",-1
"230, 4e Avenue",469900$,Terrebonne (Terrebonne),Lanaudière,3,2,-1,1,900,5000,"2566,42$","213,81$","1900,00$","900,00$"
"630, boulevard du Lac",469900$,Charlesbourg,Québec Rive-Nord,3,2,1,1,"1,204","15,190","3363,00$","304,00$","2264,00$","852,00$"
"206-434, rue Notre-Dame",469900$,Repentigny (Repentigny),Lanaudière,2,1,1,1,1080,-1,"2999,09$","309,93$",-1,-1
"8-84, rue de Bruxelles",469999$,Gatineau (Aylmer),Outaouais,2,1,-1,1,"1,222",-1,-1,-1,-1,-1
"133-A-B, rue Principale",470000$,St-André-Avellin,Outaouais,6,-1,-1,-1,-1,"4,920","3464,00$","243,20$","3200,00$",-1
"55, rue Rodrigue",470000$,Ste-Sophie,Laurentides,3,2,-1,1,"1,380",131.23x262.47,"2223,43$","427,49$","1950,00$","1250,61$"
"240, boulevard des Sulpiciens",470000$,St-Sulpice,Lanaudière,4,2,-1,2,"2,460","5,799.59","2263,00$","271,00$","1800,00$",-1
"1958, chemin Côté",470000$,Roxton Pond,Estrie,2,1,1,1,915.1,"31,294","2144,68$","244,72$","2108,05$",-1
"80, rue des Osmondes",470000$,Breakeyville,Québec Rive-Sud (Lévis),5,2,1,2,"1,516","7,869","3312,00$","310,00$","3200,00$","950,00$"
"902, rue Hudson",470000$,McMasterville,Montérégie (Rive-Sud Montréal),4,2,-1,1,1040,7207,"2996,00$","298,00$","1268,00$",-1
"102-141, rue de Joliette",470000$,Bromont,Estrie,3,2,-1,1,"1,356",-1,-1,-1,-1,-1
"143, chemin Robitaille",470000$,L&#039;Ange-Gardien-Outaouais,Outaouais,4,2,-1,1,1120,130680.00,-1,"222,58$",-1,-1
"4365, rue Joliette",470000$,Rosemont / La Petite Patrie,Montréal / l'Île,-1,1,-1,3,874,-1,"2478,44$","296,96$","625,80$","595,80$"
"1208, rue de l'Etna",470000$,Val-Bélair,Québec Rive-Nord,4,1,1,2,"1,356","6,695.15","3311,60$","309,88$","2649,82$",-1
"14, rue Borduas",470699$,Gatineau (Gatineau),Outaouais,4,2,-1,1,"1,050","8,802","3118,70$","231,80$","1800,00$","1140,00$"
"35, rue Vincent",471000$,St-Paul,Lanaudière,4,2,-1,1,"1,200","10,232","2322,00$","234,00$","738,00$","900,00$"
"5394, boulevard Hébert",472000$,Salaberry-De-Valleyfield,Montérégie (Rive-Sud Montréal),2,1,-1,1,1216,7628,"3730,50$","244,94$","1810,00$","1582,00$"
"8763, rue Jean-Bernard",472900$,Lebourgneuf,Québec Rive-Nord,3,2,1,2,"1,274.45","2,572.57","3031,64$","520,00$","1356,00$",-1
"3370, rue Constance",473900$,Fabreville,Laval,4,2,-1,1,882,"4,589.73","2447,71$",-1,-1,-1
"930, avenue Royale",474000$,Beauport,Québec Rive-Nord,9,2,1,2,"2,002.08","7,405.57","2402,00$","215,00$",-1,"1166,00$"
"8765, rue Magloire-Lavallée",474000$,Mirabel (St-Canut),Laurentides,3,1,1,3,"1,500","3,900","1352,00$","215,00$","960,00$",-1
"15, rue de Genève",474000$,Ste-Brigitte-De-Laval,Québec Rive-Nord,3,2,1,2,1568,8450,"3600,00$","282,00$",-1,-1
"5049, rue Baldwin",474000$,Mercier / Hochelaga / Maisonneuve,Montréal / l'Île,2,1,-1,1,1249,-1,"1980,00$","213,00$","1620,00$",-1
"50, rue Principale",474500$,St-Gabriel-De-Kamouraska,Bas-Saint-Laurent,5,2,1,2,"3,200","86,888.44","3076,00$","239,54$","2700,00$",-1
"107-200, boulevard Marcel-Laurin",474800$,Saint-Laurent,Montréal / l'Île,2,1,-1,1,674,195,-1,-1,-1,-1
rue de la Fileuse - Unité de coin - Quartier Hämo - Par Habitations Noveco,474900$,St-Jérôme (Lafontaine),Laurentides,3,1,1,2,"2,000","3,753",-1,-1,-1,-1
"254, rue Philippe-Grenier - Par Construction CRD",474900$,Beauport,Québec Rive-Nord,-1,1,-1,2,-1,-1,-1,-1,-1,-1
"9, rue du Torrent",474900$,St-Hippolyte,Laurentides,3,2,-1,2,1352,43150,"2531,80$","289,76$","1200,00$",-1
"299, 51e Rue Ouest",474900$,Venise-En-Quebec,Montérégie (Rive-Sud Montréal),3,2,-1,1,920,"5,638","2608,00$",-1,-1,-1
"239, rue de la Tournée",474900$,Ste-Marthe-Sur-Le-Lac,Laurentides,2,1,1,1,936,"12,451","2500,00$","500,00$","2000,00$","1000,00$"
"A-B-1380, rue Saint-Louis",474900$,Gatineau (Gatineau),Outaouais,2,1,-1,-1,-1,"5,000.05","3900,14$","306,48$",-1,-1
"30, rue Goguet",475000$,St-Charles-Borromée,Lanaudière,3,2,-1,2,"1,475","2,218","2400,00$","844,00$","2500,00$","980,00$"
"2935, avenue des Aristocrates",475000$,Duvernay,Laval,-1,1,-1,5,"1,004",-1,"2219,00$","515,17$",-1,-1
"208-4965, chemin Queen-Mary",475000$,Côte-des-Neiges / Notre-Dame-de-Grâce,Montréal / l'Île,-1,1,-1,4,776,-1,"1846,63$","399,13$","720,00$",-1
"479, rue Duquet",475000$,St-Rédempteur,Québec Rive-Sud (Lévis),4,2,-1,1,"1,255.07","5,618.76","3037,11$","735,78$","2782,86$",-1
"962, chemin de Milton",475000$,St-Valérien-De-Milton,Montérégie (Rive-Sud Montréal),-1,-1,-1,-1,-1,"20,000","6587,00$","489,00$","6000,00$",-1
"256, rue de la Montagne",475000$,Papineauville,Outaouais,2,2,1,1,-1,160x100,-1,-1,-1,-1
"2707, rue Saint-Philippe",475000$,Mascouche,Lanaudière,-1,-1,-1,-1,-1,"190,984",-1,-1,-1,-1
"127, avenue Ulric Tessier",475000$,St-Ulric,Bas-Saint-Laurent,7,5,1,2,"2,940","19,243","3650,24$","600,00$","3300,00$","2500,00$"
"60-66, chemin de Joliette",475000$,St-Félix-De-Valois,Lanaudière,8,4,-1,-1,-1,"11,280.58","3269,00$","174,00$",-1,"1361,00$"
"239-241-243, rue Jacques-Cartier Nord",475000$,St-Jean-sur-Richelieu (St-Jean-sur-Richelieu),Montérégie (Rive-Sud Montréal),3,3,-1,-1,-1,"6,281","3707,00$","277,00$",-1,-1
"350, route 329",475000$,St-Donat,Lanaudière,12,12,1,2,"6,200","54,138","4368,00$","550,00$",-1,-1
"200, rue du Beau-Mont - Le Pavillon sur le Golf",475000$,Beaupré,Québec Rive-Nord,-1,1,-1,1,-1,-1,-1,-1,-1,-1
"205-240, rue Murray",475000$,Griffintown,Montréal / l'Île,2,1,-1,1,752.4,-1,"2719,36$","318,87$",-1,-1
"1590, rue Albert",475000$,Ste-Julienne,Lanaudière,3,1,1,2,"1,101.26","10,640.13",-1,-1,"3000,00$","3276,00$"
"1009-1211, rue Drummond",475000$,Ville-Marie (Centre-Ville et Vieux Mtl),Montréal / l'Île,-1,1,1,1,465,58.34,"2519,79$","322,81$","600,00$","380,41$"
"191, montée Plouffe Ouest",475000$,Lac-Des-Ecorces,Laurentides,3,1,1,2,"2,652","24,123","1600,00$","160,00$","2000,00$",-1
"171, rang Sainte-Anne",475000$,St-Chrysostome,Montérégie (Rive-Sud Montréal),4,1,-1,2,"1,500","53,820","1500,00$","220,00$",-1,"800,00$"
"717, rue Bélanger",475000$,St-Jérôme (Lafontaine),Laurentides,3,2,-1,2,"2,700","11,020.09","2941,05$","265,54$","1400,00$","2090,00$"
"408A, Entrée 122B",475000$,Beaumont,Chaudière-Appalaches,4,1,1,2,"1,022","142,750.98",-1,-1,"1000,00$",-1
"2596, chemin Royal",475000$,Ile d&#039;Orléans (Ste-Famille),Québec Rive-Nord,3,2,1,2,2256,28074,"2175,00$","273,20$",-1,-1
"304-10435, boulevard Gouin Ouest",475000$,Pierrefonds / Roxboro,Montréal / l'Île,3,2,-1,1,980.59,-1,"2215,92$","254,16$","894,00$",-1
"688, rue de Chomedey",475000$,Sherbrooke (Rock Forest),Estrie,4,2,1,2,"1,751.6","6,000","3722,06$","290,06$","1761,35$",-1
"1650, rue du Ruisseau",475000$,St-Cyrille-De-Wendover,Centre-du-Québec,5,3,-1,1,"2,040","14,488","3840,46$","281,45$","3420,00$","1666,00$"
"1380, chemin du Paysan",475000$,Ste-Adèle,Laurentides,4,2,1,3,"2,700","20,000","2500,00$","120,00$","800,00$","1200,00$"
"5170, rue Gaudet",475000$,Drummondville (Drummondville),Centre-du-Québec,4,2,1,2,-1,"7,000",-1,-1,-1,-1
"8654, rue la Périère",475000$,St-François,Laval,3,2,-1,2,721.49,"3,302.37","2001,55$","196,54$",-1,"138,80$"
"492, Rue Valois - Modèle Monaco 4 - Par Maison TTG",475000$,St-Lin-Laurentides,Lanaudière,4,2,-1,1,"1,092","6,500",-1,-1,-1,-1
"100-102, rue des Bouleaux",475000$,Chicoutimi (Chicoutimi-Nord),Saguenay-Lac-Saint-Jean,3,2,1,2,"1,958","18,379","3958,00$","250,00$","2400,00$",-1
"306-800, rue Gordon",475000$,Verdun,Montréal / l'Île,2,1,-1,1,708.27,-1,"2113,00$","240,00$",-1,-1
"848, avenue Wilfrid-Pelletier",475000$,Ste-Foy,Québec Rive-Nord,4,4,-1,1,"2,300","10,000","3800,00$","600,00$","3000,00$","1000,00$"
"371, rang Saint-Joseph Ouest",475000$,St-André-Avellin,Outaouais,4,2,-1,1,1275,2744280.01,"2370,66$","139,37$",-1,"1300,00$"
"554, 7e Avenue",475000$,Pointe-Aux-Trembles / Montréal-Est,Montréal / l'Île,3,1,1,2,1200,2611.32,"2292,00$","248,00$","2360,00$","828,00$"
"98, rue Alice-Parizeau",475000$,Gatineau (Gatineau),Outaouais,3,2,-1,1,"1,106",29.5x91.8,"3528,00$","224,94$",-1,"60,00$"
"4004, rue des Outardes",475000$,Jonquière (Jonquière),Saguenay-Lac-Saint-Jean,10,3,-1,1,-1,645.9,"3999,00$","645,00$","450,00$",-1
"387, chemin du Lac Capri",475000$,St-Adolphe-D&#039;Howard,Laurentides,2,1,-1,2,"1,472","13,753.05",-1,-1,-1,-1
"209-1190, rue Mackay",475000$,Ville-Marie (Centre-Ville et Vieux Mtl),Montréal / l'Île,2,1,1,2,457,-1,"2325,00$","398,00$","324,00$","298,00$"
"310, rang du Lac-Vert",475000$,Hébertville,Saguenay-Lac-Saint-Jean,5,2,-1,1,"3,000","28,600","4268,00$","277,00$","4500,00$",-1
"35, rue des Cypres",475000$,St-Boniface,Mauricie,04,2,1,2,2310,16335,"2229,36$","141,00$","1600,00$","957,00$"
"344, 28e Avenue",475000$,St-Zotique,Montérégie Ouest,3,2,-1,-1,-1,9000,"2351,71$","193,74$","2530,00$","1796,37$"
"521, rue Mercier",475000$,St-Jean-sur-Richelieu (St-Jean-sur-Richelieu),Montérégie (Rive-Sud Montréal),5,1,1,1,1080,7300,"2300,00$","190,00$","2000,00$",-1
"373-375, boulevard Louis XIV",475000$,Lebourgneuf,Québec Rive-Nord,5,3,-1,-1,-1,6479.87,"3800,00$","232,23$","1500,00$","950,00$"
"851, 5e Rang Ouest",475000$,Lochaber-Partie-Ouest,Outaouais,4,2,1,2,1634,87120.00,"2264,42$","234,54$",-1,"1371,94$"
"133, rue du Seigle",475000$,St-Augustin-De-Desmaures,Québec Rive-Nord,3,1,1,2,"1,664.8","18,100","4121,00$","555,00$","1200,00$",-1
"3, chemin des Tournesols",475000$,La Pêche (Ste-Cecile-De-Masham),Outaouais,2,1,-1,1,1128,40865.19,"1959,33$","185,92$",-1,-1
"9, chemin du Sommet - Par Laforest Habitat Durable",475000$,Bowman,Outaouais,2,1,-1,1,1335,50342,-1,-1,-1,-1
"6, rue Desbiens",475000$,La Malbaie (Pointe-Au-Pic),Charlevoix,3,3,1,1,1430,34600,"5752,40$","851,54$",-1,-1
"106-108, rue Gravel",475000$,Chicoutimi (Chicoutimi-Nord),Saguenay-Lac-Saint-Jean,4,2,-1,-1,-1,14500,"4138,04$","272,45$",-1,-1
"265, rue Jonette",475000$,St-Étienne-Des-Gres,Mauricie,5,3,-1,2,3666,30000.09,"3985,21$","371,95$","2313,20$","3511,00$"
"1134, rue Alexandre",477900$,Gatineau (Gatineau),Outaouais,3,2,1,1,"1,456","11,600","2336,52$","505,21$","1040,00$","645,00$"
"203-6415, rue Corbière",478000$,Brossard,Montérégie (Rive-Sud Montréal),-1,1,-1,3,705.14,-1,"1200,00$","313,00$","330,00$","242,00$"
